Title,Company_Name,Salary,DateSub,Deadline,Place,Way,Level,Description,Requirement,Rights,Headquater,Srcpic,Company_Place,Company_Scale
Nhân Viên Tư Vấn Tại Văn Phòng Không Yêu Cầu Kinh Nghiệm,Công Ty TNHH TM DV Liên Minh Quốc Tế Diamond-G,8 - 15 triệu,06/06/2024,24/06/2024,TP.HCM,10,,"- Tư vấn hỗ trợ khách hàng qua điện thoại sản phẩm và dịch vụ của công ty (Thiết bị gia dụng điện tử). - Chốt đơn, theo dõi đơn hàng. - Được cung cấp trang thiết bị - Làm việc tại văn phòng. - Thời gian làm việc: 8h15-17h30 từ t2-t7, nghĩ chủ nhật Đại chỉ: Lầu 6 Tòa Nhà Thái An, 2290 Quốc Lộ 1A, P.Trung Mỹ Tây, Quận 12, Tp.Hồ Chí Minh","- Chăm chỉ, trung thực, vui vẻ, hòa đồng, nhanh nhẹn - Độ Tuổi từ 18-30 tuổi - KHÔNG YÊU CẦU KINH NGHIỆM","- THU NHẬP ỔN ĐỊNH: 8-15 triệu (lương cứng + từ 8% hoa hồng +40K/đơn hàng) + thưởng nóng - Được làm việc trong môi trường chuyên nghiệp, năng động, cơ chế linh hoạt - Được đào tạo - Được tham gia đóng BHXH, BHYT, BHTN - Được hưởng các quyền lợi theo quy định của bộ luật lao động và theo quy chế của công ty.","Lầu 6 Tòa Nhà Thái An, 2290 Quốc Lộ 1A, P.Trung Mỹ Tây,Q12, Tp.Hồ Chí Minh.",https://cdn1.vieclam24h.vn/images/employer_avatar/2022/03/15/images/164732764146.jpeg,"Lầu 6 Tòa Nhà Thái An, 2290 Quốc Lộ 1A, P.Trung Mỹ Tây,Q12, Tp.Hồ Chí Minh.",Trên 300 người
"Nhân Viên Quản Lý, Phát Triển Kênh Youtube",Công Ty TNHH CGT Media Group,7 - 15 triệu,10/06/2024,30/06/2024,Hà Nội,20,Chưa có kinh nghiệm,- Phát triển và quản lý kênh Youtube của công ty. - Xây dựng chiến lược nội dung thu hút người xem và tăng lượng subscribe. - Phân tích hiệu quả kênh Youtube và báo cáo kết quả định kỳ. - Thực hiện các công việc khác theo yêu cầu của cấp trên.,"- Thành thạo tin học văn phòng cơ bản - Kỹ năng sử dụng cơ các phần mềm chỉnh sửa video - Có khả năng làm việc độc lập và làm việc nhóm tốt. - Có tinh thần trách nhiệm cao, cẩn thận và tỉ mỉ. - Năng động, sáng tạo và ham học hỏi. - Chưa biết sẽ được đào tạo","- Lương cơ bản: 7 - 15tr + thưởng nóng, thưởng doanh thu theo tăng trưởng của dự án - Được hưởng lương tháng 13. - Được tham gia đóng bảo hiểm xã hội. - Được tham gia du lịch cùng công ty hằng năm. - Môi trường làm việc năng động, sáng tạo. - Có cơ hội phát triến bản thân và học hỏi kinh nghiệm. - Được tham gia vào các dự án sáng tạo và ý nghĩa.","KĐT Tây Nam Linh Đàm, Hoàng Liệt, Hoàng Mai, Hà Nội",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/02/28/cgt_170909194716.jpg,"KĐT Tây Nam Linh Đàm, Hoàng Liệt, Hoàng Mai, Hà Nội",10 - 150 người
Kế Toán Nội Bộ,Công Ty TNHH Lục Sâm,15 - 18 triệu,07/06/2024,29/06/2024,Bình Dương,1,3 năm,"- Theo dõi hồ sơ nhân sự, - Tổng hợp các hoá đơn đầu vào, đầu ra; - Theo dõi chi phí cho từng công trình; - Theo dõi báo cáo thu chi và các công việc khác có liên quan.","-       Biết Tiếng Trung 4 kỹ năng -       Có kinh nghiệm làm kế toán 3 năm trở lên -       Siêng năng, chịu khó , nhanh nhẹn xử lí công việc, chịu được áp lực công việc *** THỜI GIAN LÀM VIỆC : Từ 8h-17h (Thứ 2- Thứ 7 Hàng Tuần)","- Được hưởng chế độ đãi ngộ theo chính sách của Công ty (BHXH, BHYT, hiếu hỉ, ...). - Làm việc trong môi trường thân thiện và được hướng công việc cụ thể.","Khu phố Bình Khánh, Phường Khánh Bình, Thành phố Tân Uyên, Tỉnh Bình Dương",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/06/03/5daff26983478_1571811945_171739920870.jpg,"Khu phố Bình Khánh, Phường Khánh Bình, Thành phố Tân Uyên, Tỉnh Bình Dương",Trên 300 người
"Nhân Viên Kinh Doanh Nguồn Hàng Trung Quốc Cho Shopee, Lazada (Thu Nhập Từ 8 - 35 Triệu / Tháng)",Nguồn Hàng Quảng Châu - Trung Quốc,8 - 35 triệu,04/06/2024,30/06/2024,Hà Nội,10,,"Hỗ trợ khách hàng order hàng hoá trên các trang thương mại điện tử trung quốc ( 1688, Taobao, Tmall...), + Tìm kiếm khách hàng qua các kênh bán hàng (shopee, lazada, tiki...), + Tư vấn khách hàng nhắn tin qua zalo, gọi điện, + Tư vấn tìm kiếm nguồn hàng trên 1688, Taobao, + Hỗ trợ bộ phận CSKH để theo dõi lộ trình đơn hàng về tay khách hàng hoàn thiện,","- Không yêu cầu kinh nghiệm (sẽ được đào tạo khi làm việc), - Không Yêu Cầu Tiếng Trung, - Có đam mê Kinh doanh, kiếm thu nhập, - Có tinh thần cầu tiến, chăm chỉ, - Thích đi buôn,","+ lương cơ bản 5tr và doanh số ( Thu nhập từ 8tr đến 35 triệu) + Làm việc môi trường trẻ trung, học tập hỗ trợ nhau trong công việc, + Tổ chức liên hoan, du lịch theo quỹ, + Trợ cấp tiền điện thoại hàng tháng, + Thời gian làm việc: 8:00 - 17:30 , nghỉ trưa 12:00 , 13:45. (Thứ 2 , sáng Thứ 7),","Số 37, ngõ 45, Trần Thái Tông, Cầu Giấy, Hà Nội",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/04/d57844118d88b634f291237fed0c00ca_171479168821.jpeg,"Số 37, ngõ 45, Trần Thái Tông, Cầu Giấy, Hà Nội",150 - 300 người
Nhân Viên Kinh Doanh BĐS - Hỗ Trợ MKT 15-25tr/Tháng,Công Ty Cổ Phần Dịch Vụ Và Đầu Tư Bất Động Sản Fire Land,9 - 21 triệu,23/05/2024,19/06/2024,TP.HCM,10,,"Giới thiệu sản phẩm của Công ty đến với khách hàng, Phân khúc sản phẩm từ 1,5 - 4 tỷ, Picity Sky Park, The Felix , A&T Sky Garden, Rivana, HT Pearl, Vinhomes Grand Park, … Cập nhật thông tin/chính sách trên thị trường bất động sản cho khách hàng. Hỗ trợ khách hàng trong quá trình ký hợp đồng, chăm sóc khách hàng sau bán hàng. Mở rộng nguồn khách hàng thông qua các kênh: marketing online. Tham gia các buổi đào tạo sản phẩm.","Có laptop, smartphone và phương tiện di chuyển. Ưu tiên ứng viên đã có kinh nghiệm. Nếu chưa có kinh nghiệm sẽ được đào tạo. Có mong muốn phát triển trong lĩnh vực Bất động sản, khẳng định bản thân trong môi trường năng động - chuyên nghiệp - nhiều cơ hội làm giàu và thăng tiến. Tinh thần hợp tác, cầu tiến, nhiệt huyết, kỷ luật trong công việc.","Thu nhập hàng tháng: từ 9 - 21 triệu (gồm lương cứng + phụ cấp) Đầu tư marketing cho NVKD không giới hạn (tối thiểu 15tr- 25tr/chiến dịch). Hoa hồng sản phẩm: từ 50 đến 100 triệu. Thưởng nóng từ CĐT : từ 20 triệu lên đến 100 triệu. Thưởng nóng, thưởng hiệu quả theo từng tuần, tháng, quý Được tự đề xuất tham gia các khóa học chuyên sâu - công ty tài trợ chi phí cho tất cả các cấp bậc từ NVKD đến CEO. Lộ trình đào tạo phù hợp định hướng từng nhân viên: các khóa đào tạo về kiến thức và kỹ năng trong Lĩnh vực Bất động sản, Marketing, Tài chính - ngân hàng,.. Có lộ trình thăng tiến rõ ràng, minh bạch. Được sự hỗ trợ của Lãnh đạo trong việc tư vấn, đàm phán, chốt deal. Được tham gia những sự kiện, trải nghiệm dịch vụ đẳng cấp của các Chủ đầu tư lớn trên thị trường. Team building, du lịch cùng Công ty. Địa điểm làm việc: KDT Vạn Phúc, TP. Thủ Đức.","15 đường 39, KDT Vạn Phúc, Hiệp Bình Phước, TP. Thủ Đức, TP. HCM.",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/23/d3953ad1bdb51deb44a4_171642965529.jpg,"15 đường 39, KDT Vạn Phúc, Hiệp Bình Phước, TP. Thủ Đức, TP. HCM.",10 - 150 người
"Nhân Viên Bảo Vệ Xoay Ca [HCM, Bình Dương]",Công Ty Cổ Phần Quốc Tế Anh Văn Hội Việt Mỹ,6 - 8 triệu,28/05/2024,27/06/2024,"Bình Dương , TP.HCM",Nam,,"- Chào đón - hướng dẫn khách hàng ra vào cơ sở - Quan sát và đảm bảo anh ninh cho học viên, phụ huynh và các phòng ban - Giám sát việc xuất, nhập các tài sản của cơ sở - Kiểm tra các thiêt bị lớp học- hành lang - Kiểm tra các thiết bị lớp học - hành lang - Giám sát công tác vệ sinh trước, trong, sau giờ học - Thực hiện công tác an toàn phòng cháy chữa cháy. - Hỗ trợ giáo viên hoặc học viên khi cần hỗ trợ Chi tiết liên hệ: Phòng Nhân Sự 0779011710","- Tuổi từ 18 đến 45 - Đáp ứng công việc xoay ca + Ca sáng: 6h00-14h00 + Ca chiều: 14h00-22h00 Bắt buộc tăng ca vào cuối tuần - Giao tiếp hòa nhã, thái độ tốt, trung thực, tính kỷ luật cao - Có kinh nghiệm ở vị trí Bảo vệ hoặc là Bộ đội xuất ngũ là một lợi thế Chi tiết liên hệ: Phòng Nhân Sự 0779011710","- Thu nhập 6-8 Triệu (trao đổi cụ thể khi phòng vấn) - Trả lương trọn tháng. Không nợ lương/giam lương. - Nhân 100% lương trong thời gian thử việc. - Môi trường làm việc sạch sẽ, chuyên nghiệp. - Làm việc theo ca 8 tiếng/ngày (Sáng hoặc Chiều) - Không trực đêm - Được hưởng bảo hiểm tai nạn 24 / 24. - Được Công ty đóng 100% các khoản bảo hiểm theo quy định của pháp luật, BHXH, BHYT, BHTN. - Phụ cấp tiền cơm, được phụ cấp khi làm thêm giờ. - Được cấp đồng phục miễn phí. - Chế độ lương thưởng hấp dẫn, tăng lương hằng năm, thưởng tết tháng 13, thưởng cuối năm. - Được đào tạo bài bản cho toàn bộ nhân viên.","Trụ Sở Tp.HCM: 189 Nguyễn Thị Minh Khai, Quận 1, Tp. HCM | Văn Phòng Hà Nội: Lầu 3, Tòa Nhà Golden Palace, Lô C3 Lê Văn Lương, Quận Thanh Xuân, Hà Nội",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/06/21/z4450782518491_3de5f2a47b76e4fd2c1b581c16ccb2c6_168732913893.jpg,"Trụ Sở Tp.HCM: 189 Nguyễn Thị Minh Khai, Quận 1, Tp. HCM | Văn Phòng Hà Nội: Lầu 3, Tòa Nhà Golden Palace, Lô C3 Lê Văn Lương, Quận Thanh Xuân, Hà Nội",Trên 300 người
Kế Toán Tổng Hợp,Công Ty TNHH Thực Phẩm Và Nước Giải Khát Nawon,12 - 18 triệu,30/05/2024,28/06/2024,Bình Dương,1,,"- Thu thập, kiểm tra, đối chiếu, xử lý các chứng từ thanh toán. - Chịu trách nhiệm về hạch toán dữ liệu, rà soát dữ liệu, xuất hóa đơn. - Theo dõi tài sản và công cụ dụng cụ, công nợ, thuế và các nghiệp vụ khác. - Hỗ trợ KTT chuẩn bị các hồ sơ vay. - Thực hiện các báo cáo định kỳ (báo cáo thuế: GTGT, TNCN, TNDN ) và các báo cáo nội bộ trình KTT. - Chịu trách nhiệm về sắp xếp chứng từ theo quy định. - Cung cấp các báo cáo số liệu và giải trình theo yêu cầu cấp trên. -Tính lương, BHXH, Hồ sơ pháp lý, theo dõi công văn đi đến, Soạn thảo hợp đồng lao động, và các công việc liên quan đến HCNS - Các công việc khác do cấp trên phân bổ.","- Kinh nghiệm: Từ 2 năm trở lên tại vị trí, công việc tương đương - Thành thạo phần mềm kế toán Misa, word, excel. - Làm việc gọn gàng, rõ ràng, tỉ mỉ, cẩn thận","- Lương thưởng đầy đủ theo quy định của công ty, du lịch hàng năm - Thưởng cuối năm, tháng 13, Tết, các dịp lễ, sinh nhật… - Có cơ hội được đào tạo và trau dồi năng lực - Cơ hội lớn trở thành các nhân sự nòng cốt của công ty, thăng tiến lên vị trí lớn hơn như Kế toán trưởng - Được đóng đầy đủ BHXH theo luật Lao động Việt Nam - Môi trường công ty thoải mái, không gò bó, tạo điều kiện cho nhân viên làm việc và phát triển","39 Đường Nguyễn Thị Minh Khai, Khu phố Tân Thắng, Phường Tân Bình, Thành phố Dĩ An, Bình Dương",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/02/29/qqq_170920247396.jpeg,"39 Đường Nguyễn Thị Minh Khai, Khu phố Tân Thắng, Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Trên 300 người
Nhân Viên Tư Vấn Chốt Đơn/ Telesale Thu Nhập 15-20 Triệu / Tháng,Công Ty Cổ Phần BPO Mắt Bão,7 - 30 triệu,21/05/2024,21/06/2024,TP.HCM,10,Dưới 1 năm,"✓ Gọi ra theo data có sẵn được công ty cung cấp 100%, tư vấn sản phẩm cho khách hàng. ✓ 100% làm việc tại văn phòng, không đi thị trường ✓ Chăm sóc và giải đáp thắc mắc cho khách hàng. ✓ Đảm bảo chỉ tiêu theo ngày/ tuần/ tháng.","✓ Tốt nghiệp THPT trở lên, tuổi 20-32 tuổi ✓ Có kinh nghiệm telesale, tư vấn bán hàng, chăm sóc khách hàng, call center ✓ Nhanh nhẹn, giao tiếp tốt, khả năng chịu áp lực công việc cao. ✓ Ưu tiên ứng viên từng có kinh nghiệm sale và có mục tiêu kiếm tiền rõ ràng","✓ Lương= Lương cứng 7 triệu + thưởng theo tỉ lệ hoàn thành KPIs. Thu nhập trung bình: 10 - 30 triệu/ tháng ✓ Thử việc 2 tháng nhận Full 100% lương cứng+KPI ✓ Môi trường làm việc chuyên nghiệp, năng động, miễn phí gửi xe ✓ Được đóng BHXH, BHYT và hưởng đầy đủ các chế độ theo luật lao động ✓ Tham gia các hoạt động nội bộ: Tổ chức sinh nhật hàng tháng, Tiệc Noel,... ✓ Quà tặng sinh nhật, các dịp lễ Tết cho Nhân Viên và Gia Đình (8/3 , 1/6, 20/10, Trung thu,...)","Tòa nhà AXYS, Số 12A Núi Thành, quận Tân Bình, TP.HCM",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/03/21/matbao-1_171099254818.png,"Tòa nhà AXYS, Số 12A Núi Thành, quận Tân Bình, TP.HCM",Trên 300 người
Công Nhân May,Công Ty TNHH Poong In Vina,7 - 10 triệu,30/05/2024,30/06/2024,Bình Dương,10,,"- Nhận yêu cầu may một công đoạn cụ thể từ tổ trưởng chuyền - Tiến hành may sản phẩm thời trang của các thương hiệu nổi tiếng - Địa chỉ làm việc: Ứng viên chọn lựa khu vực làm việc thuận tiện: 1.	Địa chỉ K.phố 8, P. Uyên Hưng – TP Tân Uyên – Tỉnh Bình Dương 2.	K.phố Tân Long , P. Tân Đông Hiệp – TP Dĩ An – Tỉnh Bình Dương 3.	K.phố Hòa Lân, P. Thuận Giao, TP Thuận An, Tỉnh Bình Dương, ...",-	Sử dụng máy may công nghiệp -	Ưu tiên các ứng viên đã làm công ty may mặc,"-	Chế độ bảo hiểm đầy đủ mua theo lương cơ bản -	Thu nhập cao ( Thu nhập bình quân 7.000.000 đ – đến 10.000.000đ ) -	Tiền lương được trả theo tay nghề. Trao đổi trực tiếp sau khi phỏng vấn và kiểm tra tay nghề. -	Trợ phụ cấp, nhà ở, đi lại, điện thoại theo chính sách nhà máy. -	Thưởng tháng 13, thưởng lễ , tết","Khu phố 8, phường Uyên Hưng , Thị xã Tân Uyên , tỉnh Bình Dương",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/08/22/Pooing in nhạt_169267988234.png,"Khu phố 8, phường Uyên Hưng , Thị xã Tân Uyên , tỉnh Bình Dương",Trên 300 người
Nhân Viên Thu Ngân Siêu Thị Điện Máy Hc,Công Ty TNHH Thương Mại Vhc - Siêu Thị Điện Máy Hc,6 - 7 triệu,11/06/2024,24/06/2024,Hà Nội,Nữ,Chưa có kinh nghiệm,"Thu tiền của khách hàng và thu tiền thanh cọc của nhân viên giao nhận (hoặc lái xe nếu lái xe giao hàng), nhà thầu điều hòa: chính xác, nhanh chóng. Viết hóa đơn giá trị gia tăng cho khách trên phần mềm hóa đơn điện tử. Hỗ trợ nhập hàng từ Nhà cung cấp và xuất hàng đối với các sản phẩm trưng bày quầy kệ Thực hiện lập 1 số báo cáo tồn kho, báo cáo nhập xuất theo yêu cầu của Trưởng nhóm Kế toán Làm việc tại: Siêu thị Điện máy HC số 399 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội. Siêu thị Điện máy HC số549 Nguyễn Văn Cừ, Long Biên, Hà Nội","Tốt nghiệp trung cấp trở lên. Ưu tiên ứng viên có thể làm việc theo ca Sử dụng thành thạo máy tính, có khả năng tiếp cận phần mềm hệ thống. Trung thực, cẩn thận, nghiêm túc trong công việc.","Thu nhập từ 6 - 7 triệu Có cơ hội học tập, phát triển và thăng tiến. Được cọt xát, tích lũy thêm kinh nghiệm từ đội ngũ nhân viên dày dặn kinh nghiệm và làm việc trong môi trường năng động, bình đẳng, chuyên nghiệp. Được ký HĐLĐ và hưởng các chế độ BHYT, BHXH, BHTN theo quy định của nhà nước, các chính sách phúc lợi riêng của Công ty: hiếu hỉ, sinh nhật, khám sức khỏe, thưởng năm.","Tầng 6, VHC Corporation Tower, 399 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/05/16/Logo HC-01 sửa_168422800436.jpg,"Tầng 6, VHC Corporation Tower, 399 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội",Trên 300 người
